id,title,author,year,pages,categories,description,rating,ratings_count
176,Zoo,James Patterson,2012,320,Fiction,"In James Patterson's pulse-racing New York Times bestseller, violent animal attacks are destroying entire cities-and two unlikely heroes must save the world before it's too late. All over the world, brutal animal attacks are crippling entire cities. Jackson Oz, a young biologist, watches the escalating events with an increasing sense of dread. When he witnesses a coordinated lion ambush in Africa, the enormity of the violence to come becomes terrifyingly clear. With the help of ecologist Chloe Tousignant, Oz races to warn world leaders before it's too late. The attacks are growing in ferocity, cunning, and planning, and soon there will be no place left for humans to hide. For 36 years, James Patterson has written unputdownable, pulse-racing novels-and Zoo is the thriller he was born to write. With wildly inventive imagination and white-knuckle suspense that rivals Stephen King at his very best, Zoo is an epic, non-stop thrill-ride from ""one of the best of the best"" (Time).",5.0,1
177,The First Lady,James Patterson,2019,295,Fiction,"One secret could bring down the government when the President's memorable affair becomes a nightmare he longs to forget in this page-turner from James Patterson that will keep you up reading all night long. Sally Grissom is a top Secret Service agent in charge of the Presidential Protection team. She knows that something is amiss when she's summoned to a private meeting with the President and his Chief of Staff without any witnesses. But she couldn't have predicted that she'd be forced to take on an investigation surrounding the mysterious disappearance of the First Lady -- with strict orders to keep it a secret. The First Lady's absence comes in the wake of the scandalous, public revelation of the president's affair, so at first it seems as though she is simply cutting off all contact as she recuperates at a horse farm in Virginia. What begins as an innocent respite quickly turns into a twisted case when the White House receives a ransom note along with the First Lady's finger.",0.0,0
178,The Lake House,James Patterson,2004,403,Colorado,Megabestselling James Patterson delivers an unputdownable thriller that will chill your spine even as your imagination soars above the clouds.,0.0,0
179,The Warning,James Patterson,2019,277,Fiction,"In this fast-paced thriller, a power plant explosion takes a small-town community off the grid -- all while a terrifying force lurks in the shadows. Two roads lead to Mount Hope. None leads out. A small southern town was evacuated after a freak accident. As the first anniversary of the mishap approaches, some residents are allowed to return past the national guard roadblocks. Mount Hope natives Maggie and Jordan quickly discover that their hometown is not as it was before. Downed cellular networks fail to resume service. Animals savagely attack humans. And the damaged power plant, where Jordan's father is an engineer, is under military lockdown. As friends and family morph into terrifying strangers, Maggie and Jordan increasingly turn to each other. Their determination to discover who -- or what -- has taken control of Mount Hope soon has them caught in the crosshairs of a presence more sinister than any they could have imagined.",0.0,0
180,Steal,James Patterson,2022,333,Fiction,"'James Patterson is The Boss. End of' Ian Rankin 'One of the greatest storytellers of all time' Patricia Cornwell 'A writer with an unusual skill at thriller plotting' Mark Lawson, Guardian __________________________________ The third thrilling instalment of James Patterson's Instinct series The stakes are sky-high for Dr Dylan Reinhart. When a student in Reinhart's psychology class threatens to kill himself, everyone hopes it is a hoax. But when he cannot be found after twenty-four hours, it seems the worst is confirmed. Did he really do it? The student's father, a powerful hedge fund CEO, is convinced he did not. Only one person can help him get to the truth. Reinhart is now wrapped up in multimillion-dollar secrets and danger and it is going to take every bit of his expertise to close the case. Can he stay ahead of his enemy. . . and his employer? _________________________________ Praise for James Patterson: 'The master storyteller of our times' Hillary Rodham Clinton 'No one gets this big without amazing natural storytelling talent - which is exactly what Jim has, in spades' Lee Child 'It's no mystery why James Patterson is the world's most popular thriller writer . . . Simply put: nobody does it better' Jeffery Deaver 'Patterson boils a scene down to the single, telling detail, the element that defines a character or moves a plot along. It is what fires off the movie projector in the reader's mind' Michael Connelly",0.0,0
181,The Season of the Machete,James Patterson,1977,308,Fiction,"Forsaking his life of leisure, Peter Macdonald prepares for a confrontation on a vacation island with psychopathic ""killers-for-hire"" Damian and Carrie Rose.",2.0,3
182,Hide & Seek,James Patterson,1996,358,Fiction,"Maggie Bradford is one of the most beloved singer/songwriters anywhere. She's also the devoted mother of two children. She seems to have it all. And so, how could she have murdered not just one, but two of her husbands? With unrelenting suspense, James Patterson answers that question. Copyright © Libri GmbH. All rights reserved.",0.0,0
183,Paranoia,James Patterson,2025,316,Fiction,"A serial killer is taking out cops in NYC. Could Detective Michael Bennett be next? Michael Bennett says a prayer every time he witnesses a death. In his line of work, it happens too often. But lately he’s attended so many police funerals that his deepening sadness is crossing into the zone of suspicion. Bennett must find the person responsible for the deaths of his friends – before he becomes their next target. With a new baby on the way, Bennett’s protective instincts – as a father, a colleague and a detective – have never faced a bigger test. _____________________________________ PRAISE FOR JAMES PATTERSON 'It's no mystery why James Patterson is the world's most popular thriller writer ... Simply put: nobody does it better.' JEFFERY DEAVER 'No one gets this big without amazing natural storytelling talent - which is what Jim has, in spades.' LEE CHILD 'Patterson boils a scene down to the single, telling detail, the element that defines a character or moves a plot along. It's what fires off the movie projector in the reader's mind.' MICHAEL CONNELLY 'James Patterson is The Boss. End of.' IAN RANKIN 'The master storyteller of our times' HILLARY RODHAM CLINTON 'One of the greatest storytellers of all time' PATRICIA CORNWELL 'Patterson knows where our deepest fears are buried ... there's no stopping his imagination' NEW YORK TIMES BOOK REVIEW 'Patterson is in a class by himself' GUARDIAN",0.0,0
184,Invisible,James Patterson,2014,356,Fiction,"THE SUNDAY TIMES BESTSELLER My nightmare: it’s the same every time. I’m trapped in my bedroom with an inferno blazing around me. It started eight months ago, when my sister was killed in a house fire. Her death was written off as an accident, but I know she was murdered. There have been dozens of ‘accidental’ fires across the US over the past year that are all too similar to be coincidental. I’ve never been more sure of anything. One of the worst serial killers of all time is being ignored. And it’s up to me to stop him.",4.0,2
185,Kiss the Girls,James Patterson,1996,482,Fiction,"Detective Alex Cross makes his second appearance in the worldwide No 1 bestseller that also became a No 1 box office hit as a film starring Morgan Freeman - now reissued in striking new cover style. In Kiss the Girls, Washington-based homicide detective Alex Cross is thrust into a case he will never forget. This time there isn't just one serial killer, there are two. One collects beautiful, intelligent women on college campuses on the east coast. The other is terrorising LA with a series of unspeakable murders. But the truly chilling news is that the two brilliant and elusive killers are communicating, cooperating, competing - and they have Alex Cross's niece.",0.0,0
186,1st Case,James Patterson,2020,294,Fiction,"Genius programmer Angela Hoot has always been at the top of her class, but now she's at the bottom of the FBI food chain—until her first case threatens everyone around her. ​ Angela's graduate school days at MIT come to an abrupt end when she uses her hacking skills on another student's computer. Yet her mentor, Eve Abajian, arranges a new beginning for her—as an intern in FBI's Boston field office. Her new supervisor, Assistant Special Agent in Charge William Keats, one of only two agents in the Northeast to make his rank before the age of thirty, sees in Angela a fellow prodigy. But Angela's skills come with a natural curiosity, which is also a dangerous liability. With little training, Angela is quickly plunged into a tough case: tracking murderous brothers who go by the Poet and the Engineer. When Keats tells her to ""watch and listen,"" Angela's mind kicks into overdrive. The obsessive thinking that earned her As on campus can prove fatal in the field.",0.0,0
187,Agatha Christie's True Crime Inspirations,Mike Holgate,2011,128,History,"Fact proves far stranger than fiction in this collection of real-life crimes, scandals, tragedies and murders which either influenced the works of the world's most popular mystery writer or affected the lives of many famous personalities involved in her long and brilliant career. Discover the truth behind many of her books, such as how the exploits of Jack the Ripper inspired the serial killings in The ABC Murders and how the plot twist in The Murder of Roger Ackroyd was suggested by Lord Mountbatten. This book also reveals how many of her illustrious acquaintances found themselves immersed in episodes so bizarre that they could have been written by Christie herself, including how the father of Miss Marple actress Margaret Rutherford committed murder and Poirot actor Peter Ustinov witnessed the assassination of a world leader. Agatha Christie's True Crime Inspirations is a fascinating addition to Christie literature, focusing on little-known parts of this iconic writer's life and career. From her early roots in Torquay to her infamous eleven-day disappearance, no stone is left unturned as the events of her own life are revealed to be every bit as intriguing as her world-renowned novels.",0.0,0
188,The Getaway Guide to Agatha Christie's England,Judith Hurdle,1999,204,Travel,"Travel to Burgh Island, ride the Orient Express, see the Christie homes and the hotels that inspired her famed books that have sold over two billion copies. This classic guide is the best way to see the fascinating places and landscapes that are at the heart of Christie's fascinating mysteries that continue to delight readers around the world.",0.0,0
189,"Тайна ""Голубого поезда""",Agatha Christie,2016,441,Murder,,0.0,0
190,The Complete Christie,Matthew Bunson,2000,472,Biography & Autobiography,"Painstakingly researched, this illustrated reference captures the spirited imagination of Dame Agatha and the intriguing atmosphere of her tales. Includes a comprehensive Christie biography, cross-referenced with plot synopses and character listings. Photos throughout.",5.0,1
191,Agatha Christie,Henry Reymond Fitzwalter Keating,1977,218,Literary Criticism,"H.R.F. Keating, Michael Gilbert, Dorothy B. Hughes, Julian Symons and other writers discuss the life and work of Agatha Christie.",0.0,0
192,The Agatha Christie Collection,Agatha Christie,2011,432,Fiction,"Agatha Christie, DBE, (15 September 1890 – 12 January 1976), was a British crime writer of novels, short stories, and plays. She also wrote romances under the name Mary Westmacott, but she is best remembered for her 80 detective novels—especially those featuring Hercule Poirot and Miss Jane Marple—and her successful West End theatre plays.According to the Guinness Book of World Records, Christie is the best-selling writer of books of all time and, with William Shakespeare, the best-selling author of any kind. She has sold roughly four billion copies of her novels.[1] According to Index Translationum, Christie is the most translated individual author, with only the collective corporate works of Walt Disney Productions surpassing her.[2] Her books have been translated into at least 103 languages.[3]Christie's stage play The Mousetrap holds the record for the longest initial run: it opened at the Ambassadors Theatre in London on 25 November 1952 and as of 2011 is still running after more than 23,000 performances. In 1955, Christie was the first recipient of the Mystery Writers of America's highest honour, the Grand Master Award, and in the same year Witness for the Prosecution was given an Edgar Award by the MWA for Best Play. Most of her books and short stories have been filmed, some many times over (Murder on the Orient Express, Death on the Nile and 4.50 From Paddington for instance), and many have been adapted for television, radio, video games and comics. - WikipediaTable of ContentsThe Mysterious Affair at Styles CHAPTER I. I GO TO STYLES CHAPTER II. THE 16TH AND 17TH OF JULY CHAPTER III. THE NIGHT OF THE TRAGEDY CHAPTER IV. POIROT INVESTIGATES CHAPTER V. ""IT ISN'T STRYCHNINE, IS IT?"" CHAPTER VI. THE INQUEST CHAPTER VII. POIROT PAYS HIS DEBTS CHAPTER VIII. FRESH SUSPICIONS CHAPTER IX. DR. BAUERSTEIN CHAPTER X. THE ARREST CHAPTER XI. THE CASE FOR THE PROSECUTION CHAPTER XII. THE LAST LINK CHAPTER XIII. POIROT EXPLAINS Secret Adversary Page 160CHAPTER I. THE YOUNG ADVENTURERS, LTD. CHAPTER II. MR. WHITTINGTON'S OFFER CHAPTER III. A SET BACK CHAPTER IV. WHO IS JANE FINN? CHAPTER V. MR. JULIUS P. HERSHEIMMER CHAPTER VI. A PLAN OF CAMPAIGN CHAPTER VII. THE HOUSE IN SOHO CHAPTER VIII. THE ADVENTURES OF TOMMY CHAPTER IX. TUPPENCE ENTERS DOMESTIC SERVICE CHAPTER X. ENTER SIR JAMES PEEL EDGERTON CHAPTER XI. JULIUS TELLS A STORY CHAPTER XII. A FRIEND IN NEED CHAPTER XIII. THE VIGIL CHAPTER XIV. A CONSULTATION CHAPTER XV. TUPPENCE RECEIVES A PROPOSAL CHAPTER XVI. FURTHER ADVENTURES OF TOMMY CHAPTER XVII. ANNETTE CHAPTER XVIII. THE TELEGRAM CHAPTER XIX. JANE FINN CHAPTER XX. TOO LATE CHAPTER XXI. TOMMY MAKES A DISCOVERY CHAPTER XXII. IN DOWNING STREET CHAPTER XXIII. A RACE AGAINST TIME CHAPTER XXIV. JULIUS TAKES A HAND CHAPTER XXV. JANE'S STORY CHAPTER XXVI. MR. BROWN CHAPTER XXVII. A SUPPER PARTY AT THE SAVOY CHAPTER XXVIII. AND AFTER",0.0,0
193,The Films of Agatha Christie,Scott Palmer,1993,236,Literary Criticism,"Complete and up-to-date coverage of all films, both for cinema and for TV, made from the works of Dame Agatha Christie. Each entry contains a cast list, synopsis, plot, character analyses, reviews and other comments, making this the ultimate film reference book for every Christie fan. The films are dealt with chronologically from the very first film of an Agatha Christie story, Die Abenteuer GMBH, in 1928, through all the favourites such as Ten Little Indians, Murder on the Orient Express, Death on the Nile and A Caribbean Mystery, right up to the latest in the series starring David Suchet as Poirot, The Mirror Cracked From Side to Side.",0.0,0
194,"Agatha Christie, Woman of Mystery - With Audio Level 2 Oxford Bookworms Library",John Escott,2014,64,Foreign Language Study,"A level 2 Oxford Bookworms Library graded reader. This version includes an audio book: listen to the story as you read. Written for Learners of English by John Escott. What does the name ‘Agatha Christie’ mean? To many people, it means a book about a murder mystery – a ‘whodunnit’. ‘I’m reading an Agatha Christie,’ people say. ‘I’m not sure who the murderer is – I think it’s . . .’ But they are usually wrong, because it is not easy to guess the murderer’s name before the end of the book. But who was Agatha Christie? What was she like? Was her life quiet and unexciting, or was it full of interest and adventure? Was there a mystery in her life, too?",0.0,0
195,Christmas With Agatha Christie,Agatha Christie,2023,1427,Fiction,"In ""Christmas With Agatha Christie,"" readers are invited to indulge in a collection of festive mysteries that showcase Christie's unparalleled storytelling prowess. These tales resonate with the charm of holiday traditions, immersing readers into a world where intrigue festers beneath the twinkling lights of Christmas cheer. Christie masterfully intertwines her signature suspenseful narrative style with evocative descriptions of seasonal settings, creating an immersive literary experience that highlights both the warmth of family gatherings and the chilling undertones of deception. Agatha Christie, renowned as the 'Queen of Crime,' was born in 1890 and has enchanted readers worldwide with her ingenious plotting and memorable characters. Her own experiences during the holidays, combined with the social mores of her time, inform these narratives, providing insights into human nature and familial dynamics. Her legacy in detective fiction has fostered a tradition of unraveling mysteries that echo through her era and beyond, cementing her status as a pivotal figure in the genre. This book is a must-read for mystery enthusiasts and those seeking a blend of festive cheer and captivating suspense. Christie's enchanting blend of holiday spirit and crime invites the reader to unwrap the complexities of human motives'—a perfect complement to any holiday gathering. In this enriched edition, we have carefully created added value for your reading experience: - A succinct Introduction situates the work's timeless appeal and themes. - The Synopsis outlines the central plot, highlighting key developments without spoiling critical twists. - A detailed Historical Context immerses you in the era's events and influences that shaped the writing. - An Author Biography reveals milestones in the author's life, illuminating the personal insights behind the text. - A thorough Analysis dissects symbols, motifs, and character arcs to unearth underlying meanings. - Reflection questions prompt you to engage personally with the work's messages, connecting them to modern life. - Hand‐picked Memorable Quotes shine a spotlight on moments of literary brilliance. - Interactive footnotes clarify unusual references, historical allusions, and archaic phrases for an effortless, more informed read.",0.0,0
196,Agatha Christie: Inspiring Lives,Cathy Cook,2013,185,Biography & Autobiography,"This miscellany explores the fascinating and enigmatic world created by the undisputed 'Queen of Crime', Agatha Christie. Examining her place in literary history, her books and her iconic characters, including Hercule Poirot and Miss Marple, this unique collection includes facts, trivia and quotes that feature in Christie's legendary stories and the subsequent film and television adaptations. The Agatha Christie Miscellany will also delve into the secrets, mysteries and tricks that made Christie the most sensational and successful mystery writer of her time. For example, how is it that she managed to keep us guessing the murderer until the very end? Looking at her life and the influences on her writing, this entertaining and informative miscellany will, above all, unravel the secrets of Agatha Christie's phenomenal success.",0.0,0
197,British Murder Mysteries - The Agatha Christie Collection,Agatha Christie,2022,1189,Fiction,"In 'British Murder Mysteries - The Agatha Christie Collection', Agatha Christie masterfully weaves an intricate tapestry of suspense and intrigue, showcasing her unparalleled ability to blend complex plotting with compelling character studies. This collection, encompassing some of her most celebrated works, reflects the interwar period's fascination with the macabre and the psychological undercurrents that drive human behavior. Christie's distinctive literary style—marked by sharp dialogue, vivid settings, and a keen eye for detail—invites readers into a world where nothing is as it seems, and every seemingly mundane element could hold the key to solving the mystery. Agatha Christie, known as the ""Queen of Crime,"" was profoundly influenced by her own experiences and the social dynamics of her time, including the effects of World War I and the shifting roles of women in society. Her personal love for archeological digs and travel, often shared with her husband, fueled her imagination and fed into the rich locales and vibrant characters that populate her stories. This background not only enhanced her storytelling but also provided insights into the complexities of human relationships and moral dilemmas that underpin her narratives. For both seasoned Christie aficionados and newcomers alike, this collection is an essential exploration of the art of the British mystery. It invites readers to savor each twist and turn while engaging with timeless themes of justice, deception, and the darker sides of human nature. Dive into this collection and unravel the enigmas crafted by one of literature's most iconic figures.",0.0,0
198,The Mysterious World of Agatha Christie,Jeffrey Feinman,1975,200,"Authors, English",,0.0,0
199,Agatha Christie,Mary Wagoner,1986,184,Biography & Autobiography,An analysis of this mystery story writer's works with an accompanying brief biography.,4.0,1
200,AGATHA CHRISTIE Premium Collection,Agatha Christie,2023,965,Fiction,"The ""AGATHA CHRISTIE Premium Collection"" offers a meticulously curated anthology of some of Agatha Christie's most celebrated works, showcasing her unparalleled ability to weave intricate plots filled with suspense and intrigue. With a distinctive literary style characterized by its sharp dialogue and masterfully constructed narratives, the collection spans both her famous Hercule Poirot and Miss Marple mysteries, each reflecting the evolving societal concerns of the early to mid-20th century. Readers are invited to immerse themselves in the psychological depth and clever misdirection that have solidified Christie's status as the queen of crime fiction. Agatha Christie, born in 1890, was influenced by her experiences in diverse settings, from her time in Victorian-era England to her travels across the Middle East. Her keen observations of human nature, combined with a fascination for puzzles and the complexity of moral choices, shaped her writing. This collection brings together the best of her genius, illuminating her capacity to articulate the darker facets of human ambition and deception. I highly recommend the ""AGATHA CHRISTIE Premium Collection"" to both seasoned fans and new readers alike, as it not only exemplifies Christie's legacy in detective fiction but also offers a lens into the societal intricacies of her time, ensuring an engaging and thought-provoking reading experience.",0.0,0
201,Cards on the Table,Agatha Christie,1998,244,Fiction,"A BBC Radio full-cast dramatization starring John Moffatt as Hercule Poirot, with Stephanie Cole and Donald Sinden. Hercule Poirot, along with three other luminaries from the world of crime detection, is invited to dinner by the renowned London socialite Dr. Shaitana. Also on the guest list are four members of what Shaitana calls his Black Museum--a collection of murderers who have each succeeded in ""getting away with it."" After midnight, when the guests prepare to leave, they make a terrible discovery. Their host is dead in his armchair, stabbed in the chest. The four sleuths are thus faced with one murder and a quartet of likely suspects. Working both together and independently, they investigate the past of the Black Museum's finest in order to determine the most likely killer. Poirot finds that many distractions are thrown in his way, as he attempts to read the meaning of the cards which each suspect has placed on the table.",0.0,0
202,Agatha Christie,J.C. Bernthal,2022,457,Literary Criticism,"The undisputed ""Queen of Crime,"" Dame Agatha Christie (1890-1976) is the bestselling novelist of all time. As the creator of immortal detectives Hercule Poirot and Jane Marple, she continues to enthrall readers around the world and is drawing increasing attention from scholars, historians, and critics. But Christie wrote far beyond Poirot and Marple. A varied life including war work, archaeology, and two very different marriages provided the backdrop to a diverse body of work. This encyclopedic companion summarizes and explores Christie's entire literary output, including the detective fiction, plays, radio dramas, adaptations, and her little-studied non-crime writing. It details all published works and key themes and characters, as well as the people and places that inspired them, and identifies a trove of uncollected interviews, articles, and unpublished material, including details that have never appeared in print. For the casual reader looking for background information on their favorite mystery to the dedicated scholar tracking down elusive new angles, this companion will provide the most comprehensive and up-to-date information.",0.0,0
203,The Bloomsbury Handbook to Agatha Christie,Mary Anna Evans,2022,425,Literary Criticism,"Nominated for the 2023 Edgar Allan Poe Award for Best Critical / Biography The first specifically academic companion to contemporary scholarship on the work of Agatha Christie, this book includes chapters by an international group of scholars writing on topics and fields of study as various as ecocriticism and the anthropocene, popular modernism, middlebrow fiction, queer theory, feminism, crime and the state, and more. It addresses a broad selection of Christie's crime novels, as well as her short stories, literary novels written pseudonymously, and her own and others' dramatic adaptations for television, film, and the stage. Featuring unprecedented access to images and content held in Christie's personal archive, as well as a Foreword from renowned crime fiction writer Val McDermid, this is essential reading for anyone interested in Christie's work and legacy.",0.0,0
204,The Collected Works of Agatha Christie (Vol.1),Agatha Christie,2023,1211,Fiction,"The Collected Works of Agatha Christie (Vol. 1) is a meticulously curated anthology that encapsulates the brilliance of one of the most prolific authors of the mystery genre. This volume showcases Christie's unparalleled storytelling prowess, characterized by intricate plots, red herrings, and masterful character development. Readers will find themselves immersed in classic works such as ""The Mysterious Affair at Styles"" and ""The Secret Adversary,"" where Christie's signature elements of suspense and psychological depth are expertly woven into the narrative fabric. The compilation not only highlights her deftness with language but also situates her work in the broader context of early 20th-century literature, reflecting societal issues and the burgeoning interest in crime fiction during her time. Agatha Christie, often referred to as the 'Queen of Crime,' penned over sixty novels in her illustrious career, drawing inspiration from her travel experiences and keen observations of human nature. Born in 1890, Christie's fascination with mystery was heightened by her roles in both World Wars and the varied characters she encountered. Her exceptional talent for crafting plots that challenge readers' deductive reasoning has solidified her legacy, influencing countless authors and adaptations across various media. This volume is highly recommended for enthusiasts of mystery fiction, scholars of literary history, and newcomers alike. It serves not only as a delightful reading experience but also as an essential resource for understanding the evolution of the genre. Christie's works remain timeless, offering profound insights into the human psyche and the complexities of morality, making this collection an indispensable addition to any literary library.",0.0,0
205,Библиография Средиземья. Творчество Дж. Р. Р. Толкина и его изучение в России и за рубежом. Указатель источников и литературы,Михаил Минц,2025,472,Reference,"Рубрицированный и аннотированный указатель опубликованных произведений Дж. Р. Р. Толкина (включая черновики, опубликованные посмертно) и их русских переводов, а также исследовательской, научно-популярной и справочной литературы по толкинистике, главным образом на русском и английском языках. Общий объём библиографии – более 3000 наименований. Библиография произведений Толкина сопровождается обзорной статьёй с описанием основных составляющих его творческого наследия и текущей ситуации с переводом его работ на русский язык.Для литературоведов, специалистов по искусственным языкам и широкого круга читателей, интересующихся творчеством Толкина.",0.0,0
206,"Exploring J.r.r. Tolkien's ""the Hobbit""",Corey Olsen,2012,333,Literary Criticism,"Exploring J.R.R. Tolkien’s The Hobbit is an in-depth look at one of the most beloved books of the twentieth century, uncovering its secrets and delights. “An admirable and thought-provoking consideration of the underlying themes of The Hobbit, following the there-and-back-again progress from its famous first line on through to Bilbo's return home at the story's end.” —Douglas A. Anderson, author of The Annotated Hobbit A fun, thoughtful, and insightful companion volume designed to bring a thorough and original new reading of this great work to a general audience, Tolkien scholar Corey Olsen takes readers on a thorough journey through The Hobbit chapter by chapter, revealing the stories within the story: the dark desires of dwarves and the sublime laughter of elves, the nature of evil and its hopelessness, the mystery of divine providence and human choice, and, most of all, the transformation within the life of Bilbo Baggins. Exploring J.R.R. Tolkien’s The Hobbit is a book that will make the classic fantasy story come alive for readers as never before. “Worthy of your tightly guarded dragon’s treasure. . . . Indispensable.” —Boston Globe “Sharing Corey Olsen’s personal view of The Hobbit is like having a long conversation with someone who shares the love of a favorite book and is excited to talk about it. His exploration of the journey of Bilbo Baggins will encourage readers to think more deeply about Tolkien’s classic tale.” —Wayne G. Hammond and Christina Scull, authors of The Art of The Hobbit by J. R. R. Tolkien",0.0,0
207,Tolkien's Mythology for England,Edmund Wainwright,2004,136,History,Contains information about Tolkien's life and work. Tolkien was concerned that much of early English mythology had been lost. He set out to create a new mythology for England which drew on early sources. Most of the book focuses on The Lord of the Rings and shows how Tolkien used his knowledge of Anglo-Saxon and Norse literature and language to shape his plots and characters.,0.0,0
208,J.R.R. Tolkien,Bodleian Library,1992,108,Antiques & Collectibles,"Originally written to accompany a 1994 Bodleian Library exhibition, this is a beautifully-illustrated and elegantly written testament to the cross-fertilization of European culture and tradition in the Middle Ages and early Modern period. The manuscripts and books presented here—including Ptolemy's ""Cosmographia"" and a Pilgrim's guide to the Holy Land—reveal the lively ""trafficking of ideas"" across the Continent.",0.0,0
209,Джон Р. Р. Толкин. Биография,Хамфри Карпентер,2021,383,Biography & Autobiography,"Хамфри У. Б. Карпентер (1946–2005) – английский биограф, писатель и радиоведущий. Кроме широко известной «Биографии» Дж. Р. Р. Толкина (1977), написал «Инклинги» (1978), биографии У. Х. Одена, Эзры Паунда, Ивлина Во и других известных личностей.В формате PDF A4 сохранён издательский дизайн.",0.0,0
210,The Languages of Tolkien's Middle-earth,Ruth S. Noel,1980,232,Literary Criticism,"Presents a comprehensive pocket guide to the fourteen languages of Tolkien's Middle-Earth and contains a dictionary and English/Elvish glossary, rules of grammar and pronunciation, and how to write the Elvish alphabet.",0.0,0
211,Толкин,Геннадий Прашкевич,2019,423,"Authors, English",,0.0,0
212,Monarch Notes on Tolkien's Fellowship of the Ring,Louise D. Morrison,1975,116,Literary Criticism,,0.0,0
213,The Letters of J. R. R. Tolkien,J. R. R. Tolkien,2012,679,Literary Criticism,A comprehensive collection of letters spanning the adult life (1914-1973) of one of the world’s most famous storytellers.,0.0,0
214,Tolkien's Gown,R. A. Gekoski,2004,264,Language Arts & Disciplines,"Based on the popular BBC Radio 4 series Rare Books, Rare People, Tolkien's Gown? and Other Stories of Great Authors and Rare Books? is a feast of the tales behind some of the most iconic titles to have graced British publishing, and fascinating anecdotes about the authors who wrote them. From Grahame Greene arranging a meeting in his hotel room to sell a signed copy of ?Lolita? for #4,000 to the author of this book, Rick Gekoski, over a glass or ten of vodka. He resold the book in his hungover stat the next day to Elton John's lyricist Bernie Taupin and in later years it went on to fetch $264,000 at auction in Christies to J.D. Salinger threatening a law suit, this is a gem of a book. There are stories about Talkien, Potter Orwell, Larkin, Hemingway and more, representing a treasure trove of trivia for book fans.",0.0,0
215,Tolkien Through Russian Eyes,Mark T. Hooker,2003,328,Language Arts & Disciplines,"Tolkien Through Russian Eyes examines the sociological impact of the translation and publication of J.R.R. Tolkien's works in post-Soviet Russia. After 70 years of obligatory State atheism, when the Soviet Union collapsed, Russian society began actively seeking new sets of spiritual values. The Christian-like doctrine of Tolkienism has attracted a substantial following. During the Soviet era, The Lord of the Rings was a banned book, which was translated independently by a number of underground translators. The result of this is that there are numerous contemporary published translations competing with each other for the reader's attention. There are 10 translations of The Lord of the Rings; 9 translations of The Hobbit and 6 translations of The Silmarillion. Each translator has a slightly different approach to the text. Each translation has a slightly different interpretation of Tolkien. Each translator has a different story to tell. Most of the existing translations are only Tolkienesque, they are not really Tolkienian. They have been adapted to the Russian mental climate. This book relates the history of the publication of Tolkien's works; examines the philosophical distortions introduced by the competing translations, attempts to explain their origins and how they will be perceived by the Russian reader. No knowledge of Russian is necessary. Mr. Hooker's articles on Tolkien have been published in the specialist periodical press in English, in Dutch and in Russian. The results of his research have been presented at a number of conferences, both in the United States and in Holland.",0.0,0
216,"The Lord of the Rings, 1954-2004",Wayne G. Hammond,2006,400,Literary Criticism,"The fiftieth anniversary of the first publication of The Lord of the Rings, the enormously popular and influential masterpiece of fantasy by J.R.R. Tolkien, is celebrated in these twenty papers presented at the Marquette University Tolkien conference of 21-23 October 2004. They are published in honor of the late Dr. Richard E. Blackwelder, who gave his important Tolkien collection to the Marquette University Libraries, long a major center for Tolkien research. Half of the papers in this book focus on The Lord of the Rings, while others investigate the larger body of Tolkien's achievements, as a writer of fiction, a maker of language, and one of the leading philologists of his day. The contributors to The Lord of the Rings, 1954-2004 include a who's who of scholars in Tolkien studies: Douglas A. Anderson, David Bratman, Marjorie Burns, Jane Chance, Michael D.C. Drout, Matthew A. Fisher, Verlyn Flieger, Mike Foster, John Garth, Wayne G. Hammond, Carl F. Hostetter, Sumner G. Hunnewell, John D. Rateliff, Christina Scull, T.A. Shippey, Arden R. Smith, Paul Edmund Thomas, Richard C. West, and Arne Zettersten. As preface, Charles B. Elston, former director of Special Collections and University Archives, provides a reminiscence of Dr. Blackwelder and his generosity to Marquette. Fans and students of Tolkien alike will find these essays informative and entertaining.",0.0,0
217,Как Гарри заколдовал мир. Скрытые смыслы произведений Дж.К. Роулинг,Джон Грейнджер,2024,265,Literary Criticism,"История о Гарри Поттере – одна из самых популярных среди когда-либо написанных. В чем секрет такого ошеломляющего успеха? Известный «поттеровед» Джон Грейнджер убедительно показывает, что разгадка популярности таится глубже увлекательного сюжета или удачного маркетинга: «Гарри Поттер» отвечает насущной потребности современного читателя в духовных смыслах и обращается к ключевым образам и архетипам христианской культуры. Автор приглашает к увлекательному путешествию по всем семи книгам поттерианы и разбирает основные сюжетные ходы и образы, расшифровывая их символическое значение и показывая, какую вечно актуальную историю на самом деле рассказывает Джоан Роулинг.В формате PDF A4 сохранен издательский макет книги.",0.0,0
218,"Джоан Роулинг. Всё о Гарри Поттере, жизни и любви",Софья Бенуа,2016,263,Biography & Autobiography,"Эта история началась в поезде, который следовал из Манчестера в Лондон. За окном проносились хмурые английские пейзажи, которые и вдохновили Джоан Роулинг на создание книги о мальчике-волшебнике. Лишь спустя семь лет, после долгих скитаний по издательствам никому не известной переводчице удалось напечатать роман «Гарри Поттер и Философский камень» тиражом в 1000 экземпляров. С тех пор книги о мальчике, который выжил, вошли в число самых продаваемых в истории. Эта книга о том, как обычная переводчица из Глоттершира, написав несколько книг, смогла изменить этот мир к лучшему.",0.0,0
